"msgid","msgstr"
"Item Website Specification","مواصفات الموقع الإلكتروني للصنف"
"Item Weight Details","تفاصيل وزن الصنف"
"Item Wise Tax Detail","تفصيل ضريبة وفقاً للصنف"
"Item and Warehouse","الصنف والمستودع"
"Item and Warranty Details","البند والضمان تفاصيل"
"Item for row {0} does not match Material Request","عنصر الصف {0} لا يتطابق مع طلب المواد"
"Item has variants.","البند لديه متغيرات."
"Item is mandatory in Raw Materials table.","الصنف إلزامي في جدول المواد الخام."
"Item is removed since no serial / batch no selected.","تمت إزالة الصنف لأنه لم يتم تحديد رقم تسلسلي / دفعة."
"Item must be added using 'Get Items from Purchase Receipts' button","الصنف يجب اضافته مستخدما  مفتاح ""احصل علي الأصناف من المشتريات المستلمة """
"Item name","اسم السلعة"
"Item operation","عملية الصنف"
"Item qty can not be updated as raw materials are already processed.","لا يمكن تحديث كمية الصنف حيث تمت معالجة المواد الخام بالفعل."
"Item rate has been updated to zero as Allow Zero Valuation Rate is checked for item {0}","تم تحديث سعر الصنف إلى صفر حيث تم تحديد السماح بمعدل تقييم صفر للصنف {0}"
"Item to Manufacture","الصنف المطلوب تصنيعه"
"Item to be manufactured or repacked","الصنف الذي سيتم تصنيعه أو إعادة تعبئته"
"Item valuation rate is recalculated considering landed cost voucher amount","يتم إعادة حساب معدل تقييم الصنف مع الأخذ في الاعتبار مبلغ قسيمة التكلفة المستلمة"
"Item valuation reposting in progress. Report might show incorrect item valuation.","إعادة ترحيل تقييم الصنف قيد التقدم. قد يعرض التقرير تقييم صنف غير صحيح."
"Item variant {0} exists with same attributes","متغير العنصر {0} موجود بنفس السمات\
<br>\
Item variant {0} exists with same attributes"
"Item {0} cannot be added as a sub-assembly of itself","لا يمكن إضافة الصنف {0} كتجميع فرعي لنفسه"
"Item {0} cannot be ordered more than {1} against Blanket Order {2}.","لا يمكن طلب الصنف {0} بأكثر من {1} مقابل أمر الشراء الشامل {2}."
"Item {0} does not exist","العنصر {0} غير موجود\
<br>\
Item {0} does not exist"
"Item {0} does not exist in the system or has expired","الصنف{0} غير موجود في النظام أو انتهت صلاحيته"
"Item {0} does not exist.","العنصر {0} غير موجود\
<br>\
Item {0} does not exist."
"Item {0} entered multiple times.","تم إدخال الصنف {0} عدة مرات."
"Item {0} has already been returned","تمت إرجاع الصنف{0} من قبل"
"Item {0} has been disabled","الصنف{0} تم تعطيله"
"Item {0} has no Serial No. Only serialized items can have delivery based on Serial No","الصنف {0} ليس له رقم تسلسلي. يمكن أن يكون التسليم بناءً على الرقم التسلسلي للأصناف ذات الأرقام التسلسلية فقط"
"Item {0} has reached its end of life on {1}","الصنف{0} قد وصل إلى نهاية عمره في {1}"
"Item {0} ignored since it is not a stock item","تم تجاهل الصنف {0} لأنه ليس بند مخزون"
"Item {0} is already reserved/delivered against Sales Order {1}.","الصنف {0} محجوز/مسلم بالفعل مقابل أمر البيع {1}."
"Item {0} is cancelled","تم إلغاء العنصر {0}\
<br>\
Item {0} is cancelled"
"Item {0} is disabled","تم تعطيل البند {0}"
"Item {0} is not a serialized Item","البند {0} ليس بند لديه رقم تسلسلي"
"Item {0} is not a stock Item","العنصر {0} ليس عنصر مخزون\
<br>\
Item {0} is not a stock Item"
"Item {0} is not a subcontracted item","الصنف {0} ليس صنفًا متعاقدًا عليه من الباطن"
"Item {0} is not active or end of life has been reached","البند {0} غير نشط أو تم التوصل إلى نهاية الحياة"
"Item {0} must be a Fixed Asset Item","البند {0} يجب أن يكون بند أصول ثابتة"
"Item {0} must be a Non-Stock Item","يجب أن يكون الصنف {0} صنفًا غير مخزني"
"Item {0} must be a Sub-contracted Item","البند {0} يجب أن يكون عنصر التعاقد الفرعي"
"Item {0} must be a non-stock item","الصنف {0} يجب ألا يكون صنف مخزن <br>Item {0} must be a non-stock item"
"Item {0} not found in 'Raw Materials Supplied' table in {1} {2}","لم يتم العثور على الصنف {0} في جدول 'المواد الخام الموردة' في {1} {2}"
"Item {0} not found.","لم يتم العثور على الصنف {0}."
"Item {0}: Ordered qty {1} cannot be less than minimum order qty {2} (defined in Item).","البند {0} الكمية المطلوبة {1} لا يمكن أن تكون أقل من الحد الأدنى للطلب {2} (المحددة في البند)."
"Item {0}: {1} qty produced. ","العنصر {0}: {1} الكمية المنتجة."
"Item {} does not exist.","الصنف {} غير موجود."
"Item-wise Price List Rate","معدل قائمة الأسعار وفقاً للصنف"
"Item-wise Purchase History","الحركة التاريخية للمشتريات وفقاً للصنف"
"Item-wise Purchase Register","سجل حركة المشتريات وفقاً للصنف"
"Item-wise Sales History","الحركة التاريخية للمبيعات وفقاً للصنف"
"Item-wise Sales Register","سجل حركة مبيعات وفقاً للصنف"
"Item: {0} does not exist in the system","الصنف: {0} غير موجود في النظام"
"Items","الاصناف"
"Items & Pricing","الأصناف والتسعير"
"Items Catalogue","كتالوج الأصناف"
"Items Filter","تصفية الاصناف"
"Items Required","العناصر المطلوبة"
"Items To Be Requested","اصناف يمكن طلبه"
"Items and Pricing","السلع والتسعيرات"
"Items cannot be updated as Subcontracting Order is created against the Purchase Order {0}.","لا يمكن تحديث الأصناف حيث تم إنشاء أمر تعاقد من الباطن مقابل أمر الشراء {0}."
"Items for Raw Material Request","عناصر لطلب المواد الخام"
"Items rate has been updated to zero as Allow Zero Valuation Rate is checked for the following items: {0}","تم تحديث سعر الأصناف إلى صفر حيث تم تحديد السماح بمعدل تقييم صفر للأصناف التالية: {0}"
"Items to Be Repost","الأصناف التي سيتم إعادة ترحيلها"
"Items to Manufacture are required to pull the Raw Materials associated with it.","العناصر المطلوب تصنيعها لسحب المواد الخام المرتبطة بها."
"Items to Order and Receive","الأصناف المطلوب طلبها واستلامها"
"Items to Reserve","الأصناف المطلوب حجزها"
"Items under this warehouse will be suggested","وسيتم اقتراح العناصر الموجودة تحت هذا المستودع"
"Items {0} do not exist in the Item master.","الأصناف {0} غير موجودة في بيانات الصنف الرئيسية."
"Itemwise Discount","التخفيض وفقاً للصنف"
"Itemwise Recommended Reorder Level","مستوى إعادة ترتيب يوصى به وفقاً للصنف"
"JAN","JAN"
"Job Capacity","سعة المهمة"
"Job Card","بطاقة عمل"
"Job Card Analysis","تحليل بطاقة العمل"
"Job Card Item","صنف بطاقة العمل"
"Job Card Operation","عملية بطاقة العمل"
"Job Card Scheduled Time","الوقت المجدول لبطاقة العمل"
"Job Card Scrap Item","صنف خردة بطاقة العمل"
"Job Card Summary","ملخص بطاقة العمل"
"Job Card Time Log","سجل وقت بطاقة العمل"
"Job Card and Capacity Planning","بطاقة العمل وتخطيط السعة"
"Job Card {0} has been completed","اكتملت بطاقة العمل {0}"
"Job Cards","بطاقات العمل"
"Job Paused","المهمة متوقفة مؤقتًا"
"Job Started","بدأ العمل"
"Job Title","المسمى الوظيفي"
"Job Worker","عامل مهمة"
"Job Worker Address","عنوان عامل المهمة"
"Job Worker Address Details","تفاصيل عنوان عامل المهمة"
"Job Worker Contact","جهة اتصال عامل المهمة"
"Job Worker Delivery Note","إذن تسليم عامل المهمة"
"Job Worker Name","اسم عامل المهمة"
"Job Worker Warehouse","مستودع عامل المهمة"
"Job card {0} created","تم إنشاء بطاقة العمل {0}"
"Job: {0} has been triggered for processing failed transactions","المهمة: تم تشغيل {0} لمعالجة المعاملات الفاشلة"
"Joining","الانضمام"
"Joule","جول"
"Joule/Meter","جول/متر"
"Journal Entries","قيود اليومية"
"Journal Entries {0} are un-linked","إدخالات قيد اليومية {0} غير مترابطة"
"Journal Entry","القيود اليومية"
"Journal Entry Account","حساب إدخال القيود اليومية"
"Journal Entry Template","قالب إدخال دفتر اليومية"
