"msgid","msgstr"
"Page Width (in mm)","عرض الصفحة (بالمليمتر)"
"Page has expired!","انتهت صلاحية الصفحة!"
"Page height and width cannot be zero","لا يمكن أن يكون ارتفاع الصفحة وعرضها صفرًا"
"Page not found","لم يتم العثور على الصفحة"
"Page to show on the website
","صفحة لعرضها على الموقع الإلكتروني
"
"Page {0} of {1}","الصفحة {0} من {1}"
"Parameter","المعلمة"
"Parent","رقم الاب"
"Parent DocType","نوع المستند الأصل"
"Parent Document Type","نوع المستند الأصل"
"Parent Document Type is required to create a number card","نوع المستند الأصل مطلوب لإنشاء بطاقة رقمية"
"Parent Element Selector","محدد العنصر الأصل"
"Parent Field","الحقل الأصل"
"Parent Field (Tree)","حقل الأصل (شجرة)"
"Parent Field must be a valid fieldname","يجب أن يكون حقل الأصل اسمًا صالحًا للحقل"
"Parent Label","الإسم الأصل"
"Parent Missing","الأصل مفقود"
"Parent Page","الصفحة الأصل"
"Parent Table","الجدول الرئيسي"
"Parent document type is required to create a dashboard chart","نوع المستند الأصل مطلوب لإنشاء مخطط لوحة المعلومات"
"Parent is the name of the document to which the data will get added to.","الأصل هو اسم المستند الذي ستتم إضافة البيانات إليه."
"Parent-to-child or child-to-parent grouping is not allowed.","التجميع من الأصل إلى الفرع أو من الفرع إلى الأصل غير مسموح به."
"Parentfield not specified in {0}: {1}","لم يتم تحديد حقل الأصل في {0}: {1}"
"Parenttype, Parent and Parentfield are required to insert a child record","نوع الأصل والأصل وحقل الأصل مطلوبة لإدراج سجل فرعي"
"Partial","جزئي"
"Partial Success","نجاح جزئي"
"Partially Sent","مرسل جزئيًا"
"Participants","المشاركين"
"Pass","اجتياز"
"Passive","غير فعال"
"Password","كلمة السر"
"Password Email Sent","تم إرسال بريد إلكتروني بكلمة المرور"
"Password Reset","إعادة تعيين كلمة المرور"
"Password Reset Link Generation Limit","حد إنشاء ارتباط إعادة تعيين كلمة المرور"
"Password cannot be filtered","لا يمكن تصفية كلمة المرور"
"Password changed successfully.","تم تغيير الرقم السري بنجاح."
"Password for Base DN","كلمة السر لقاعدة DN"
"Password is required or select Awaiting Password","كلمة المرور مطلوبة أو اختر كلمة المرور"
"Password missing in Email Account","كلمة المرور مفقودة في حساب البريد الإلكتروني"
"Password not found for {0} {1} {2}","لم يتم العثور على كلمة المرور لـ {0} {1} {2}"
"Password reset instructions have been sent to {}'s email","تم إرسال تعليمات إعادة تعيين كلمة المرور إلى بريد {} الإلكتروني"
"Password set","تم تعيين كلمة المرور"
"Password size exceeded the maximum allowed size","تجاوز حجم كلمة المرور الحجم الأقصى المسموح به"
"Password size exceeded the maximum allowed size.","تجاوز حجم كلمة المرور الحجم الأقصى المسموح به."
"Passwords do not match","كلمات المرور غير متطابقة"
"Passwords do not match!","كلمة المرور غير مطابقة!"
"Past dates are not allowed for Scheduling.","التواريخ السابقة غير مسموح بها للجدولة."
"Paste","لصق"
"Patch","بقعة"
"Patch Log","سجل التصحيح"
"Patch type {} not found in patches.txt","لم يتم العثور على نوع التصحيح {} في patches.txt"
"Path","مسار"
"Path to CA Certs File","الطريق إلى CA Certs ملف"
"Path to Server Certificate","المسار إلى شهادة الخادم"
"Path to private Key File","الطريق إلى ملف مفتاح خاص"
"Path {0} it not a valid path","المسار {0} ليس مسارًا صالحًا"
"Payload Count","عدد الحمولة"
"Peak Memory Usage","ذروة استخدام الذاكرة"
"Pending","معلق"
"Pending Approval","بانتظار الموافقة"
"Pending Emails","رسائل البريد الإلكتروني المعلقة"
"Pending Jobs","الوظائف المعلقة"
"Pending Verification","في انتظار التحقق"
"Percent","في المئة"
"Percentage","النسبة المئوية"
"Period","فترة"
"Perm Level","مستوى الصلاحيات"
"Permanent","دائم"
"Permanently Cancel {0}?","الغاء دائم {0} ؟"
"Permanently Discard {0}?","هل تريد تجاهل {0} بشكل دائم؟"
"Permanently Submit {0}?","إرسال دائم {0} ؟"
"Permanently delete {0}?","حذف بشكل دائم {0} ؟"
"Permission Error","خطأ في الإذن"
"Permission Inspector","مفتش الأذونات"
"Permission Level","مستوى الصلاحيات"
"Permission Levels","مستويات الأذونات"
"Permission Log","سجل الأذونات"
"Permission Manager","مدير الأذونات"
"Permission Query","استعلام الإذن"
"Permission Rules","قواعد الأذونات"
"Permission Type","نوع الإذن"
"Permissions","الصلاحيات"
"Permissions Error","خطأ في الأذونات"
"Permissions are automatically applied to Standard Reports and searches.","يتم تطبيق الأذونات تلقائيًا على التقارير القياسية وعمليات البحث."
"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.","يتم تعيين الأذونات على الأدوار وأنواع المستندات (تسمى DocTypes) عن طريق تعيين حقوق مثل القراءة والكتابة والإنشاء والحذف والإرسال والإلغاء والتعديل والتقرير والاستيراد والتصدير والطباعة والبريد الإلكتروني وتعيين أذونات المستخدم."
"Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.","الأذونات على المستويات الأعلى هي أذونات على مستوى الحقل. جميع الحقول لديها مستوى إذن معين لها والقواعد المحددة في تلك الأذونات تنطبق على الحقل. هذا مفيد في حال كنت تريد إخفاء أو جعل حقل معين للقراءة فقط لأدوار معينة."
"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.","الأذونات على المستوى 0 هي أذونات على مستوى المستند، أي أنها أساسية للوصول إلى المستند."
"Permissions get applied on Users based on what Roles they are assigned.","يتم تطبيق الأذونات على المستخدمين بناءً على الأدوار المعينة لهم."
"Permitted Documents For User","المستندات المسموح بها للمستخدم"
"Permitted Roles","الأدوار المسموح بها"
"Personal","الشخصية"
"Personal Data Deletion Request","طلب حذف البيانات الشخصية"
"Personal Data Deletion Step","خطوة حذف البيانات الشخصية"
"Personal Data Download Request","طلب تنزيل البيانات الشخصية"
"Phone","هاتف"
"Phone No.","رقم الهاتف"
"Phone Number {0} set in field {1} is not valid.","رقم الهاتف {0} المحدد في الحقل {1} غير صالح."
"Pick Columns","اختيار الأعمدة"
"Pie","فطيرة"
"Pincode","رمز Pin"
"Pink","وردي"
"Placeholder","عنصر نائب"
"Plain Text","نص عادي"
"Plant","مصنع"
"Please Authorize OAuth for Email Account {0}","يرجى تفويض OAuth لحساب البريد الإلكتروني {0}"
"Please Authorize OAuth for Email Account {}","يرجى تفويض OAuth لحساب البريد الإلكتروني {}"
"Please Duplicate this Website Theme to customize.","يرجى تكرار هذا الموقع موضوع لتخصيص."
"Please Install the ldap3 library via pip to use ldap functionality.","الرجاء تثبيت مكتبة ldap3 عبر النقطة لاستخدام وظيفة ldap."
"Please Set Chart","يرجى وضع الرسم البياني"
"Please Update SMS Settings","يرجى تحديث إعدادات الرسائل القصيرة"
